id,ra,dec,mag
5504,315.4126749,47.1475686,9.665
5505,90.7461255,2.2924264,16.868
5506,127.0527949,25.7847986,15.495
5507,218.2764736,1.0795011,8.220
5508,330.0730049,47.8941588,11.908
5509,331.7739996,38.6235923,10.621
5510,316.0365859,-29.1695838,13.910
5511,104.9863781,2.7310816,10.039
5512,286.3537937,37.1418242,11.263
5513,111.3401156,-60.5873842,8.249
5514,318.2309649,-22.8953650,12.821
5515,306.7219347,-8.1463335,10.893
5516,241.6439710,84.3180887,9.752
5517,290.1026240,53.2905057,14.256
5518,4.9982563,24.1073678,13.152
5519,200.5117129,-48.9033606,10.273
5520,194.7924649,11.9204838,10.892
5521,82.3610315,-40.8187223,16.002
5522,192.3965066,-50.7435857,11.578
5523,337.9870815,76.3854641,17.087
5524,274.9261430,43.4748260,10.628
5525,167.8559327,68.1529073,13.493
5526,306.1755304,-24.5202049,10.722
5527,52.0984345,-28.1924970,11.511
5528,63.7555787,0.7430999,17.028
5529,30.7015150,-24.8395653,14.244
5530,211.5600587,-43.0177065,11.784
5531,298.5324441,-35.0439130,11.370
5532,121.5934581,34.6510319,9.139
5533,144.6642593,-37.1238817,17.503
5534,87.9469196,26.1200724,14.196
5535,219.4492267,31.2283527,13.222
5536,48.6166701,-13.7863712,8.425
5537,57.5695792,38.8277592,13.014
5538,48.5657237,-14.2421230,16.188
5539,256.4229009,48.8511001,14.284
5540,187.1613957,-47.8715630,12.760
5541,108.3737451,-37.5775629,14.484
5542,232.9369882,-20.5529289,13.567
5543,88.7771864,11.0402921,11.254
5544,71.3526979,-50.9725523,16.056
5545,138.5430645,54.1052213,9.445
5546,179.3180546,-0.4616744,13.610
5547,166.0377370,21.3802559,8.576
5548,281.9354084,-2.5831343,10.554
5549,192.8413471,82.8195112,12.282
5550,229.1912876,4.9688238,12.230
5551,224.3384538,2.7471423,14.002
5552,128.2765297,30.5896495,10.316
5553,28.9264182,-7.9721383,14.259
5554,187.5459495,-45.4721235,12.297
5555,357.7755127,28.0241766,13.157
5556,91.9707113,27.5445729,17.317
5557,357.2406299,-8.5801883,13.983
5558,94.3926092,-55.1741757,9.553
5559,24.3688940,27.1916763,8.561
5560,298.7477316,-39.7954576,8.216
5561,8.8618524,41.7966449,12.142
5562,255.9017523,-53.8512227,16.881
5563,0.7635669,-2.4073815,8.090
5564,91.6743644,79.7936027,16.529
5565,182.7003489,-48.8715785,13.312
5566,191.0309226,44.6247141,14.511
5567,116.0626288,-27.0887067,16.141
5568,291.5882753,-29.2098132,9.918
5569,276.4933651,1.7484914,11.066
5570,154.8230166,-24.0731784,11.248
5571,186.3635557,-35.1226149,11.705
5572,274.5797632,-22.4959614,15.043
5573,120.5609031,38.5499008,16.029
5574,146.3569621,-11.0705983,17.013
5575,231.4409521,-29.2864315,13.218
5576,107.5242004,15.5801756,14.927
5577,304.3481313,51.3705664,13.118
5578,309.0819655,-53.0405941,11.298
5579,30.9929953,-23.3698000,13.301
5580,327.1394249,9.0337143,11.006
5581,74.0081477,-11.7317031,16.973
5582,339.2284211,52.7313577,14.019
5583,313.4421646,61.9733537,8.932
5584,192.7663648,-84.6343807,14.493
5585,166.5876066,-77.7988117,9.894
5586,233.5863355,14.3455614,9.775
5587,209.7262304,-13.7943730,12.450
5588,145.4548254,-39.5421781,12.780
5589,214.9159797,-80.5070600,12.222
5590,209.7968000,-4.3736999,8.097
5591,212.0035576,-31.8998154,8.511
5592,7.9758372,-24.9469567,9.880
5593,104.4119463,-30.4460016,9.642
5594,204.1095793,-7.2459789,11.366
5595,178.5371664,-0.8538315,12.184
5596,28.4101866,54.6476338,14.274
5597,37.2300957,-51.3905731,17.721
5598,270.3344842,-56.0746722,13.778
5599,201.4847559,-6.0296736,8.400
5600,265.5000184,47.0527790,17.925
5601,34.9118451,23.7928158,15.294
5602,123.4051317,-14.0566988,9.169
5603,32.6017816,18.3265684,13.321
5604,76.6962843,-32.1619664,9.071
5605,348.0994085,67.8193924,11.640
5606,127.0563422,24.5337713,9.942
5607,331.3865698,62.4411304,13.101
5608,346.1993950,23.5682734,11.729
5609,21.9567451,30.8839315,10.448
5610,95.7196978,62.6055100,10.948
5611,172.8360002,-39.8475025,12.222
5612,267.1107904,-67.6298439,17.177
5613,271.2232191,41.7757886,12.793
5614,148.2320379,66.2001606,12.549
5615,34.8338375,33.0188784,11.248
5616,226.1614881,29.8739366,11.685
5617,321.8469492,-55.2424312,8.352
5618,327.0642896,-49.0843342,10.785
5619,332.1937115,25.5668533,12.107
5620,89.1752564,58.2240265,10.357
5621,328.3314714,-0.1826043,14.557
5622,263.4269008,79.7652435,9.095
5623,242.6103230,-13.4914449,11.557
5624,54.1495792,2.8547426,8.327
5625,49.3829615,-32.8300504,8.136
5626,56.7899613,49.6105109,17.791
5627,207.7366160,23.7784623,17.094
5628,97.7079332,-45.6945189,14.703
5629,315.6069745,57.4574285,11.356
5630,177.4476901,-31.9791460,16.000
5631,347.0327262,-27.1324208,13.912
5632,171.7649944,12.2824906,13.131
5633,192.5594169,64.6312864,12.846
5634,131.1746623,-44.6104031,10.913
5635,155.9607125,30.1941032,13.587
5636,231.0577699,10.3461034,13.694
5637,176.9394648,29.9130615,10.206
5638,2.3102347,-37.2175245,15.824
5639,195.7040980,-33.3026733,10.694
5640,331.6002214,-18.5283053,13.309
5641,79.6640242,-34.8261163,9.838
5642,205.6177893,-23.4861644,12.409
5643,61.5668244,35.7552647,17.260
5644,220.8808772,-41.3463132,17.963
5645,76.9442393,-32.2788275,10.844
5646,312.2405985,-5.7039418,17.064
5647,316.0894154,32.8195860,9.046
5648,103.8778873,44.1273050,8.094
5649,139.1743149,43.6732915,15.233
5650,308.0491056,-10.7556128,14.933
5651,191.4586431,6.7431022,9.702
5652,341.1293094,54.5257617,11.595
5653,144.2558414,-52.4731145,14.258
5654,210.6423092,19.6988954,12.830
5655,217.3324739,37.3737776,17.460
5656,357.9594063,-16.9068732,14.783
5657,107.6154453,-29.6410826,14.208
5658,34.8220484,-55.1996271,12.515
5659,323.6094916,42.0244684,16.821
5660,12.2048736,19.6206373,11.262
5661,101.0485138,-41.4987589,11.876
5662,90.0360855,-3.3767696,13.801
5663,66.4342527,-61.7171330,14.850
5664,292.3340153,-68.6136186,17.558
5665,277.0913637,4.5820586,9.577
5666,353.6509775,-0.8947234,12.398
5667,3.1637119,-67.9386631,15.166
5668,206.5698319,-4.6147802,8.001
5669,32.5135778,35.6762879,15.320
5670,288.8627610,-49.3855380,10.803
5671,174.9514400,-14.0053408,12.839
5672,84.9995152,3.1058308,16.591
5673,77.9718388,-26.2160314,8.613
5674,189.9375912,40.8803330,12.037
5675,207.3247081,25.8427212,8.766
5676,229.8125813,-42.5935710,8.631
5677,202.6619585,61.1619812,11.265
5678,143.7055846,32.8363009,13.810
5679,277.6897132,18.5105092,13.298
5680,120.6706310,-63.0635342,9.217
5681,63.9737874,-7.6250935,11.767
5682,192.1931262,23.4065452,17.374
5683,12.5422253,-40.9369715,9.258
5684,111.6680119,-33.7577705,11.512
5685,277.7519700,-31.7521627,16.199
5686,239.8782678,-38.1073937,9.407
5687,271.1684177,51.0298360,15.955
5688,18.3712977,38.2742240,11.655
5689,284.4303409,-58.3746275,8.688
5690,221.2280385,-10.8753597,12.594
5691,284.1640663,21.6745210,17.998
5692,177.2796437,-43.8444318,17.378
5693,205.5816889,3.3200173,13.081
5694,159.8508838,34.8046921,10.897
5695,231.3544080,23.2080336,14.043
5696,321.6551204,-34.6467374,12.234
5697,9.8871767,2.6264015,17.197
5698,16.9470109,-34.6139108,17.652
5699,242.8935933,-17.9295824,14.887
5700,39.0515260,-4.4024247,10.512
5701,74.3674066,4.4062159,12.188
5702,180.3702041,13.2320529,10.299
5703,68.3492890,-56.0364109,15.299
5704,63.1845843,-41.0596111,17.661
5705,120.2739789,46.1806947,10.556
5706,209.9113510,16.9083925,13.681
5707,313.6519156,-30.3110402,17.804
5708,325.1477654,-11.4853263,8.551
5709,310.9265718,-61.2541139,9.668
5710,246.8194357,14.1944448,15.147
5711,301.2975333,8.0723275,8.815
5712,251.3379852,-33.0015338,8.403
5713,306.6737965,22.7209281,10.566
5714,17.2099992,64.2627304,8.828
5715,207.0712875,-41.1463014,17.488
5716,318.7827666,45.3497952,9.795
5717,68.9701157,13.6789053,13.876
5718,254.3685643,49.5036390,8.271
5719,314.8513282,-41.7709725,15.009
5720,211.4779958,3.1847979,11.487
5721,39.6165530,33.2465116,10.313
5722,310.0284473,28.6362058,14.500
5723,15.8976703,-21.6754911,16.098
5724,301.2875358,49.7625088,9.714
5725,49.8269443,-29.8598873,11.333
5726,250.3025133,47.5952743,8.568
5727,56.0417340,35.4440639,11.116
5728,232.2575708,-41.1601871,9.727
5729,355.6495881,53.1828795,11.018
5730,265.2982796,-39.8956043,16.689
5731,36.5829386,61.8542891,8.795
5732,192.9133972,-29.4966263,11.244
5733,38.6360993,-6.7016000,10.108
5734,22.2544486,39.3894864,16.174
5735,27.5610861,-46.4274996,13.346
5736,82.3781120,23.4586058,14.778
5737,243.8186187,24.8650512,16.652
5738,213.7646236,-26.0570537,12.720
5739,6.2201009,-14.2346885,16.192
5740,61.5058078,-59.8989622,14.919
5741,234.6127688,-39.6733198,8.005
5742,352.5577225,-2.9034385,15.964
5743,162.0873971,11.0362829,15.965
5744,317.8299856,38.6495409,8.560
5745,240.5457078,52.2514466,12.368
5746,301.6007022,67.2711384,14.596
5747,187.5312243,-54.9886415,9.655
5748,82.6733013,-14.8795969,8.466
5749,182.2938109,-10.8688193,13.002
5750,258.4547782,25.3100911,10.181
5751,180.8815223,10.5721918,9.518
5752,140.8504310,-7.4280695,15.874
5753,78.7634252,52.3966437,12.558
5754,343.7790950,-37.4207975,13.493
5755,31.9011610,-24.3545338,13.099
5756,260.2765013,24.6896819,10.545
5757,218.9564690,16.5024116,11.021
5758,186.1150546,-27.5833248,17.432
5759,236.2467299,54.0480464,13.639
5760,13.4483301,39.2812736,16.589
5761,340.3567376,-13.8045471,17.455
5762,326.4978128,-70.1869984,11.695
5763,291.4973444,-35.5524151,13.999
5764,37.8902973,-20.7341960,9.544
5765,296.3279331,-33.7348999,13.763
5766,317.0771146,-18.3196943,9.629
5767,84.5128141,-51.2911431,11.765
5768,276.7144244,24.5037490,11.507
5769,329.8732695,-54.1920178,16.417
5770,53.5772078,19.4947162,10.746
5771,226.6081843,40.0682597,14.972
5772,297.6144356,29.8379527,16.584
5773,215.0159394,-45.6274746,10.060
5774,196.5118356,-9.4481456,14.393
5775,119.9542191,-33.0579500,17.667
5776,274.0909354,1.7824803,12.416
5777,352.6039662,-10.3027681,15.868
5778,138.0934837,-60.0933603,11.953
5779,183.5644233,-16.2433359,8.529
5780,12.2156353,-53.0363242,16.001
5781,57.2907869,-33.5685310,16.561
5782,256.6816698,26.8349472,14.091
5783,36.7881674,-27.3102453,10.607
5784,219.2704732,-13.3356348,8.181
5785,42.1369802,26.0455690,14.287
5786,176.5591612,-4.4865007,17.430
5787,202.7704257,-7.3221413,16.017
5788,107.2518612,-58.4515481,15.324
5789,268.3405408,-2.1252710,12.003
5790,335.1221317,-9.7662629,16.661
5791,181.1280058,15.8695362,16.740
5792,70.8213619,-4.8938343,13.662
5793,197.1153026,4.0463664,14.533
5794,25.4544316,-15.0850982,9.007
5795,287.4804677,28.7997416,10.556
5796,95.4782237,18.6108791,9.972
5797,114.4722409,23.0271925,16.400
5798,14.4732372,-16.1241775,13.717
5799,152.5009129,24.8229726,11.053
5800,33.5277033,70.2563192,9.305
5801,108.2955758,9.0689973,9.977
5802,18.9246746,-58.3935472,13.000
5803,84.0928902,6.6075793,11.317
5804,99.5569197,-19.4619050,12.284
5805,176.3152495,-57.0600621,13.018
5806,149.0646147,-58.3641699,9.721
5807,155.0073653,-10.8341980,12.029
5808,153.7005033,-42.4819415,8.398
5809,129.6701664,-25.7195541,16.612
5810,291.9709693,-28.1145012,16.338
5811,203.3364103,-67.2488347,17.048
5812,280.2268204,-13.8518277,9.727
5813,126.5197419,6.8712460,9.662
5814,34.8343380,46.1347753,12.948
5815,251.1773808,55.8261900,17.142
5816,195.4851537,28.7435446,8.809
5817,122.4327066,76.7099343,12.463
5818,344.9652399,-13.4997828,15.805
5819,238.3566923,-14.9577114,17.472
5820,294.1426804,-36.9312540,13.622
5821,15.3042909,12.5335467,16.257
5822,146.6795481,-3.2801484,16.581
5823,359.7379175,4.7440715,14.141
5824,215.8241138,-51.3338860,8.233
5825,102.8518758,-75.5524347,11.423
5826,5.3998445,21.9280122,11.630
5827,148.3085073,39.0765274,8.618
5828,258.5738391,27.7074195,11.916
5829,155.3015192,-24.3199532,9.724
5830,6.3632585,-58.8960293,9.241
5831,134.5564467,-54.0905948,8.243
5832,218.7468954,53.2397979,12.795
5833,296.8990361,61.0959345,8.269
5834,223.7240012,74.8887865,10.713
5835,256.8511948,-35.7221071,17.931
5836,76.9299751,-25.5411084,13.329
5837,264.3577969,-73.0588716,14.757
5838,274.9363760,76.7238746,15.235
5839,337.3875903,-51.7722383,13.621
5840,103.3537356,-31.1903318,15.615
5841,27.9566374,44.4463646,12.800
5842,324.6554955,-49.0501701,13.907
5843,57.7731472,-29.4026466,15.827
5844,183.6852627,10.9969685,14.139
5845,144.4529232,9.2738853,12.536
5846,241.0242568,48.7959606,13.065
5847,109.0090564,5.4622275,17.652
5848,271.8881286,25.9058301,12.415
5849,222.0445252,-58.2693509,8.929
5850,283.8428577,48.0022101,11.872
5851,164.1215975,-11.8830623,14.043
5852,210.4692175,62.2205286,17.653
5853,112.6226941,56.8423838,17.324
5854,39.5822559,-1.1337848,14.380
5855,334.2734357,-43.0365430,11.763
5856,218.9934026,43.7876208,11.832
5857,211.3365201,-25.5776255,14.824
5858,162.6094487,-15.6312387,13.126
5859,113.2881192,-53.7816726,8.729
5860,216.2101974,41.6155985,13.460
5861,91.4262197,-51.0497327,10.508
5862,65.5646214,14.1410009,15.297
5863,223.5045911,24.5212791,15.540
5864,269.7457217,-10.6603019,12.226
5865,275.5764639,54.1193906,16.939
5866,267.6025050,52.1775532,10.969
5867,22.4498845,9.9159504,12.147
5868,22.4553357,1.2724055,8.188
5869,37.0030882,-26.7495898,17.356
5870,293.1595078,57.6686219,16.743
5871,264.9422432,70.4038849,12.668
5872,158.2866773,31.3754755,16.464
5873,349.1342336,-19.2949776,9.633
5874,176.4994185,59.8657594,14.939
5875,113.5280523,0.2882081,8.611
5876,67.6164007,31.4502772,12.187
5877,213.2228681,-23.0640039,13.928
5878,158.1658832,-24.9547264,8.537
5879,346.4140042,-29.1718356,11.152
5880,286.1795040,-88.1291633,12.090
5881,105.3139016,-52.9987727,10.694
5882,230.3035045,44.3496452,12.460
5883,70.0094460,21.2177457,8.759
5884,133.3919986,-62.2380674,12.020
5885,109.9101258,18.7925831,13.189
5886,67.7294283,-19.7526860,12.850
5887,214.3060759,81.4006730,12.577
5888,276.2666996,-21.5273193,10.562
5889,31.3825011,-9.0609512,17.122
5890,72.4887875,-17.6435613,13.760
5891,149.8908744,7.4782077,9.909
5892,170.4344799,-0.7616311,11.940
5893,55.3367067,-50.0840043,16.383
5894,186.8998337,-18.8383180,13.493
5895,18.2853069,60.9449664,17.639
5896,83.0097255,-64.4273080,11.939
5897,66.5207973,-31.5891521,8.508
5898,304.9286431,28.9491144,9.985
5899,203.3780179,-36.1015682,14.563
5900,180.2620567,10.2517968,17.462
5901,319.7512698,1.0058512,16.074
5902,278.7752165,20.4278403,15.364
5903,358.7802154,-14.3756015,12.237
5904,34.2497222,-47.1774781,9.047
5905,250.6517216,-17.4941533,12.315
5906,233.0512599,30.6756842,15.047
5907,61.8542200,53.8729273,11.640
5908,297.2420068,34.1429237,8.382
5909,190.4412245,9.4329810,11.937
5910,98.1054777,-59.1996973,10.437
5911,244.8159529,-35.4700456,10.460
5912,261.5501603,-30.7247646,9.999
5913,285.4175873,-3.6737976,10.789
5914,174.6299792,57.9116551,13.996
5915,225.8404081,15.1171768,8.796
5916,200.6264871,21.6918859,8.865
5917,20.7897326,50.1771475,17.435
5918,124.4478974,-67.6433671,13.626
5919,99.6993193,63.8899362,10.913
5920,311.0551699,3.6620111,11.368
5921,318.6501473,72.4050197,13.673
5922,350.0153743,77.4415136,14.105
5923,161.0953793,-14.6628538,13.395
5924,285.3864520,-36.8737597,17.769
5925,154.4630727,-5.5263702,12.456
5926,164.7557653,-56.8473437,10.380
5927,2.6041545,-30.2995759,9.624
5928,294.5255219,39.0113121,17.914
5929,65.2235301,26.3058851,17.239
5930,127.4972982,-8.2740602,11.749
5931,257.8179816,8.0838220,17.478
5932,318.3358654,13.2657233,12.259
5933,57.2371598,-2.0917109,12.501
5934,194.6230933,30.5162872,8.215
5935,48.5992848,-57.8235152,8.697
5936,89.7203948,-42.9800282,14.779
5937,293.1983771,-44.4508420,9.133
5938,63.2210100,6.1204778,11.222
5939,339.4774254,-26.4356797,14.816
5940,329.3315784,1.9255379,15.917
5941,3.5747284,47.8312791,12.953
5942,294.3974750,-32.6726371,15.018
5943,39.1053061,63.5485119,16.566
5944,68.2100970,-70.9475923,17.107
5945,123.3582594,35.7543057,11.742
5946,306.2255739,-7.6849450,12.703
5947,20.5760444,15.7767334,14.667
5948,286.3406196,-28.4040368,14.572
5949,293.7372256,76.2291710,14.820
5950,103.6095726,28.7755267,12.639
5951,350.8538446,-6.9703670,16.017
5952,239.6841946,-15.6274748,17.608
5953,172.3034511,-26.3193215,10.118
5954,7.6702893,35.5385941,11.024
5955,172.9771857,-37.0176066,14.093
5956,72.0141279,58.6682848,14.055
5957,13.9799685,-0.7030312,13.912
5958,314.8273633,-15.0979385,8.240
5959,37.7496166,34.4413554,10.931
5960,0.6830642,-12.2771394,17.009
5961,257.3067725,-28.8138181,15.802
5962,292.5495816,-56.9557197,11.022
5963,8.5598519,-21.1676805,10.392
5964,150.8898276,14.6837862,15.093
5965,65.2379103,-41.5158591,10.851
5966,140.3101799,12.6829694,10.591
5967,336.8803091,-7.6127227,17.396
5968,103.2504989,-34.5242524,8.452
5969,122.6426018,-34.6881085,11.038
5970,144.2020071,-62.1184166,9.561
5971,249.8365369,50.7656127,11.616
5972,292.9774078,87.3295860,14.336
5973,50.9728027,7.6168945,14.362
5974,187.7384958,47.6201962,15.425
5975,323.0806422,2.1943659,15.053
5976,337.8511330,-51.1856307,16.921
5977,100.6855159,60.0936112,17.876
5978,307.2265204,-11.6792733,8.434
5979,61.0624215,-24.5111909,13.541
5980,265.6968326,-49.6126378,17.753
5981,224.2906737,13.2776883,9.148
5982,149.0823717,-19.5785717,14.708
5983,61.7688363,-6.1048837,11.427
5984,99.6595665,12.8580825,13.393
5985,344.7425678,-0.0139449,11.974
5986,255.4626065,-24.1017102,15.585
5987,53.6113020,26.6722411,10.221
5988,116.9161263,-36.5533932,17.662
5989,154.7110073,-41.4216143,11.120
5990,254.8144825,2.1714969,15.350
5991,263.8440359,-23.7717869,14.435
5992,177.1469659,-27.8666975,9.848
5993,345.8935985,44.3917878,12.738
5994,348.7410162,1.0995985,8.545
5995,230.8195728,13.1885624,15.978
5996,61.4087118,-0.1210222,10.760
5997,264.4719470,-5.3134899,15.259
5998,50.7637821,-42.1817944,10.736
5999,166.0638165,14.1612212,9.497
6000,101.7612926,33.3142742,17.730
6001,38.2544009,13.3039057,9.924
6002,341.9832711,-37.7798082,13.263
6003,79.0462335,-5.2509475,12.233
6004,292.9240274,-11.3712886,13.102
6005,311.7383621,15.2102812,13.420
6006,358.8723233,9.5790454,15.540
6007,249.8624720,78.0715774,10.084
6008,25.8062323,-60.3328349,10.221
6009,303.0539021,-21.5901935,9.671
6010,270.1051564,8.6886302,13.183
6011,186.5767525,66.9933351,15.824
6012,340.8427583,-24.9803868,17.106
6013,258.4874854,29.2489286,12.288
6014,327.6973251,-18.1720895,9.140
6015,240.6495549,-37.5624835,9.292
6016,105.1985264,83.9503551,17.301
6017,77.5428214,60.7343377,16.250
6018,193.3611235,73.4915113,16.129
6019,278.5770086,51.4893751,12.998
6020,314.8559131,-64.4014397,11.147
6021,246.5123626,-51.6721956,15.577
6022,164.9826225,-27.7614310,12.700
6023,336.8381062,43.3658954,12.178
6024,271.3017011,2.9118775,12.876
6025,257.2768457,-14.8729593,14.170
6026,60.1393772,-4.9649970,17.987
6027,349.1747882,16.3194893,9.024
6028,229.7944044,-4.8738653,15.916
6029,253.0834986,17.5017872,11.040
6030,350.9801391,15.9743932,8.122
6031,85.5255694,-46.8249869,16.439
6032,344.2270298,-42.5099591,15.594
6033,60.0083665,0.8726019,11.566
6034,23.7350575,11.5939098,13.786
6035,68.3725231,25.3057935,11.936
6036,250.8383624,21.0284197,15.736
6037,1.9909355,11.4109077,10.275
6038,133.6810166,-21.4942468,8.465
6039,69.8038754,35.2500121,13.214
6040,141.9224299,62.2697979,16.983
6041,34.0339977,-21.6475900,13.857
6042,202.0513680,-8.6482841,17.925
6043,194.2268012,55.1356166,11.381
6044,330.1571028,-40.5793580,16.961
6045,261.3797380,-47.8968120,9.382
6046,138.2658989,-43.4946250,11.110
6047,278.2787395,60.9430817,14.755
6048,99.8136770,55.1300762,15.833
6049,6.3068123,10.1941719,9.095
6050,251.8878733,-28.4969524,14.890
6051,239.1619161,-0.9079583,16.664
6052,309.8051524,70.5378372,15.677
6053,278.4555794,-9.5463615,11.301
6054,50.2751129,-61.8873717,11.649
6055,171.9270092,32.4203675,9.098
6056,277.0330712,42.6693781,17.099
6057,353.5220245,-11.0369110,12.811
6058,20.8156809,-17.4830398,9.123
6059,211.0660929,46.5240689,11.034
6060,220.4631273,2.9290728,11.745
6061,329.9947460,62.7319243,17.775
6062,199.2145933,10.7439261,16.937
6063,349.8800908,42.1266905,16.714
6064,84.4975146,10.1838743,8.716
6065,117.7783253,-18.3283425,17.134
6066,130.3037615,-7.6666875,13.665
6067,35.5153543,-35.8275825,11.740
6068,315.4057782,26.7211893,12.689
6069,269.1720231,26.2857606,12.597
6070,51.1430460,7.3925888,15.502
6071,23.1684780,-57.9431697,8.816
6072,171.8195786,59.4963055,11.932
6073,207.8808924,33.2600344,15.410
6074,77.5682878,-75.8546008,16.847
6075,342.9964687,-59.0999143,14.157
6076,177.6374619,63.1156155,12.670
6077,168.9013386,61.5747200,9.152
6078,24.7952588,-67.5998707,16.527
6079,211.2416259,-46.2699784,10.659
6080,151.2860586,-28.3015042,13.517
6081,242.6625426,9.8495524,15.467
6082,103.7762460,53.0695549,14.315
6083,230.3301469,57.0318914,15.036
6084,108.0690618,-26.5277793,15.746
6085,143.3284796,-2.3789422,12.257
6086,259.4741018,-10.2297810,9.730
6087,120.8593197,9.4253472,14.428
6088,43.0189443,-58.6326221,16.601
6089,287.8002800,-42.7391787,8.044
6090,193.2800636,-30.6611352,13.245
6091,128.2848079,-66.0166988,15.793
6092,166.1042095,-19.8902477,14.360
6093,269.3913710,-14.8675665,15.096
6094,296.2397291,53.6960971,8.968
6095,93.1622644,-30.2549443,10.906
6096,343.8384832,-3.2996063,16.339
6097,334.3790297,-14.5012526,16.966
6098,187.6428695,-17.9886237,12.299
6099,292.0698109,17.4783987,13.534
6100,112.2302907,25.1365092,12.528
6101,127.3366910,54.5264132,10.684
6102,324.8573649,18.7593380,9.872
6103,190.5705169,13.0626178,15.802
6104,105.1303402,-16.4184146,14.447
6105,169.7864583,12.0954086,11.433
6106,78.0951047,-87.6511365,14.566
6107,93.4780870,66.9482847,13.390
6108,7.5419541,-27.4788797,9.983
6109,295.6412137,19.0626233,11.414
6110,355.1119405,-59.1034976,9.229
6111,332.6865637,-35.0522121,15.257
6112,282.0813835,-10.2062220,13.204
6113,233.2714803,7.8310232,15.261
6114,339.7360792,64.7448183,12.393
6115,309.0659716,21.0022356,9.702
6116,152.8718561,8.7460459,15.755
6117,68.5999784,-14.9385960,12.432
6118,188.5893216,50.0951645,9.253
6119,226.4295000,-19.2768070,9.485
6120,107.0736607,-48.7494085,16.165
6121,356.0151779,13.9338754,15.700
6122,41.7066720,-62.2024879,9.745
6123,320.6321467,39.5355327,14.193
6124,204.2699079,-28.2112034,14.946
6125,29.1790723,34.1884256,11.315
6126,102.2245698,29.0715373,11.745
6127,312.5440335,7.6872895,16.074
6128,327.1909213,-9.3941906,9.943
6129,18.2791380,-52.6994604,12.268
6130,281.2621078,-0.0881819,13.956
6131,340.4486731,-31.6458946,8.351
6132,219.9780002,-58.7261062,15.614
6133,253.8619458,-36.4228870,8.942
6134,35.2064423,22.1317037,10.187
6135,229.6149478,2.4133608,11.237
6136,7.9952828,-59.6053977,17.624
6137,335.4560816,-17.2033242,16.354
6138,138.3845328,-24.9704305,12.586
6139,52.1577142,-15.0510383,14.828
6140,259.2519820,-33.7575644,13.383
6141,73.3200544,51.1922513,10.807
6142,11.9896260,0.0767433,10.570
6143,108.8107933,52.3246305,14.318
6144,194.0234266,-13.0860537,9.784
6145,57.4535771,61.2008245,10.145
6146,203.5244922,-62.1469375,17.877
6147,226.4143205,75.0286642,9.097
6148,98.0565220,66.6326714,17.996
6149,14.5999072,61.1074048,15.507
6150,220.6758959,15.8129102,14.465
6151,277.1243218,-2.1936173,9.680
6152,305.0719699,-37.0809626,8.457
6153,211.2509854,-5.2360748,8.684
6154,0.2256613,-70.4402348,14.386
6155,267.2291164,5.8150596,17.261
6156,354.3766575,-31.3410625,10.823
6157,343.9587691,-13.8938151,11.541
6158,225.0081463,-34.8446975,8.987
6159,98.5163923,-2.5966044,9.804
6160,70.4124115,9.1927066,13.054
6161,50.2659933,-44.7055103,8.509
6162,107.0992117,37.7665642,9.339
6163,328.1142214,-52.1203170,12.367
6164,225.6017195,15.7887307,8.291
6165,269.7644706,-9.2816744,8.085
6166,143.2910294,-54.8948536,11.381
6167,307.2817418,-5.3864418,12.672
6168,2.8819844,-25.6699213,11.857
6169,117.7420717,5.8230131,8.609
6170,177.3176847,-71.1885191,8.302
6171,251.4920001,-2.9157400,17.033
6172,79.1946657,-25.0312909,12.805
6173,161.8305255,-65.1694531,13.101
6174,259.8946474,-9.7431983,9.552
6175,121.3538275,-13.9514251,13.845
6176,182.8617268,6.2634137,14.735
6177,69.1938864,-5.2855183,11.924
6178,123.2087758,28.6408887,10.142
6179,84.4743633,50.0224108,13.755
6180,65.9437400,25.4907096,15.039
6181,152.3437557,67.4414795,10.264
6182,235.1893823,70.8298567,15.890
6183,147.2241154,57.6820292,17.290
6184,121.1055523,-33.8641258,11.444
6185,213.0533257,-25.7401292,14.070
6186,302.2940764,-4.8642746,12.274
6187,89.1659270,8.0782880,15.452
6188,195.0540046,1.6254849,17.639
6189,258.7847836,-23.3824490,8.385
6190,19.1261852,-57.5149769,8.689
6191,263.3102975,26.2262485,15.706
6192,6.4650701,-18.6669218,15.586
6193,310.9501847,1.8572854,17.799
6194,298.5661679,21.3744074,9.197
6195,58.1750828,-8.6924482,16.726
6196,237.2888112,53.8345764,15.594
6197,337.7663218,74.7604383,16.342
6198,104.1123348,23.7350974,11.516
6199,98.2522420,-66.5112423,15.747
6200,300.1975603,25.6576420,8.104
6201,51.5308084,69.0697609,14.169
6202,9.0217656,-27.5010637,10.541
6203,279.2849682,-57.7610910,16.282
6204,42.9227379,73.3598984,16.813
6205,60.4451885,-30.2603984,14.712
6206,347.8878710,5.8823030,12.067
6207,14.9141490,0.4326109,10.192
6208,69.7072678,28.8560714,16.853
6209,202.9019937,41.2066173,12.469
6210,276.7413474,-11.4383784,12.328
6211,57.0268694,60.6568959,13.360
6212,36.8816069,-13.0290865,16.285
6213,212.5649900,-32.0103387,8.371
6214,302.7171036,29.6527537,13.913
6215,319.9968977,86.2573873,12.683
6216,90.9483482,40.3114004,8.265
6217,271.3510432,10.7185763,10.019
6218,169.7430012,30.4726875,13.043
6219,72.5218299,16.5991654,14.115
